date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:07:12	3263/3263	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Oct%202017%2014:07:30%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/client3.png	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/client3.png	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:13	6887/6887	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Oct%202017%2014:07:20%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/client4.png	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/client4.png	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:13	5530/5530	---M--	200	added ('OK')	image/png	date:Sat,%2007%20Oct%202017%2014:07:02%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/client5.png	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/client5.png	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:13	352/352	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Sep%202017%2019:25:32%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/header/left_arrow.png	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/header/left_arrow.png	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:18	19413/19413	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Sep%202017%2018:24:46%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port2.jpg	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port2.jpg	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:19	31684/31684	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Nov%202017%2020:26:34%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port1.jpg	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port1.jpg	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:20	39158/39158	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Sep%202017%2019:15:18%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port1_big.jpg	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port1_big.jpg	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:21	16720/16720	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Sep%202017%2018:25:24%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port3.jpg	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port3.jpg	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:23	13838/13838	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Sep%202017%2018:26:26%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port5.jpg	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port5.jpg	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:23	20961/20961	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Sep%202017%2018:25:54%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port4.jpg	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port4.jpg	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:27	14001/14001	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Sep%202017%2018:26:54%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port6.jpg	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port6.jpg	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:29	35418/35418	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Sep%202017%2019:16:44%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port6_big.jpg	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port6_big.jpg	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:30	74274/74274	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Sep%202017%2019:14:04%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port4_big.jpg	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port4_big.jpg	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:34	19066/19066	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Sep%202017%2018:27:56%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port8.jpg	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port8.jpg	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:36	53647/53647	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Sep%202017%2019:17:22%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port7_big.jpg	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port7_big.jpg	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:40	89501/89501	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2015%20Dec%202021%2010:35:06%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/js/jquery.min.js	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/js/jquery.min.js	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:40	60089/60089	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2015%20Dec%202021%2010:35:02%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/js/bootstrap.min.js	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/js/bootstrap.min.js	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
14:07:41	76314/76314	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Nov%202017%2020:35:16%20GMT	http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port7.jpg	C:/My%20Web%20Sites/monika%202/kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/images/content/port7.jpg	(from http://kamleshyadav.com/html/portfolio/html/bootstrap5/black_version_video/index.html?fbclid=IwAR2xjQr5zT_UXy7qwN-YOI3veFzmsRzJMkhbphqHDpfwm74ZzEU5_LZSLE4)
